Sr_No,Review_Title,Review_Text,Review_Rating,Buyer_Type,Review_Date,Upvote,Downvote,Read,Sum_of_Up_Down,No_of_Pics,Gender,Len_before,Num_Sentence,No_QMark,No_ExMark,No_Upper,No_proper,Emoji_Count,h
1260,Apple Nails It Again!,"No matter what the people say, iPhone 7 is the best phone you can buy in the market. The 4.7 inch display is beautiful and beats most of the 1080p displays in the market. The battery life has been amazing even though it has been just under 24 hours of use. The major improvement is in the camera. It has been improved significantly and can capture some stunning photos. The absence of a headphone jack doesn't bother me because I am use to using bluetooth headphones and when I need to i can use the included lighting ear pods. If your planning to buy this phone then its a no brainer. The phone is fantastic and the experience is one of a kind.
 The delivery from Flipkart was just outstanding. The launch was at 7 pm and i received the product at 8:25 pm, well what more can I ask for.",5,Certified Buyer,2016-10-01 00:00:00,1,9,READ MORE,10,0,M,151,10,0,,0,,0,0.1
1074,The best iPhone ever!,Faulty piece with hissing sound received please but got it replaced from apple care.,4,Certified Buyer,2016-10-01 00:00:00,10,28,,38,0,X,14,1,0,,0,,0,0.26
1075,iphone 7,"i m so extincting to get iPhone but some problem create .
 ringtone key is not working
 i purchase insurance rs 4000 for iphone so new after replace what i can do",1,Certified Buyer,2017-01-01 00:00:00,15,44,,59,0,F,32,2,0,,0,,0,0.25
1076,Worth every penny,this I phone7 superb awesome product (apple) please buy this anyman apple always good I trust you not asked & don’t thinking only for buy...,5,Certified Buyer,6 months ago,18,63,,81,4,M,25,1,0,,0,,0,0.22
1077,Useless product,"My experience is very bad.. I purchase this phone , than after 4 days coming many problems example- hang, sanser not sance, in voloum caraking. And I purchase this phone throw filpcard. And complend in filpcad customer care, but very bad response receive from hear....",1,Certified Buyer,2017-05-01 00:00:00,7,18,,25,0,M,45,4,0,,0,,0,0.28
1078,Expected a better product,"Phone is awesome no doubt...
 
 Flipkart packing was pathetic. Delivered on time but the product was dusty. Seems it was too old. Also, iphone box was not sealed. I'm not sure if it comes sealed on stores or not.",2,Certified Buyer,2018-12-01 00:00:00,5,11,,16,1,X,39,5,0,,0,,0,0.31
1080,It is hanging..,"please don't buy, my phone is hanging.",1,Certified Buyer,2017-02-01 00:00:00,4,8,,12,0,X,7,1,0,,0,,0,0.33
1081,Perfect product!,"This is my first apple device.Honestly it is way better than the android phones I have used previously.a must buy if u want speed , awesome UI and world class security.the delivery was fast and got 7000 cashback ...thank u flipkart",5,Certified Buyer,2016-10-01 00:00:00,4,8,,12,0,M,41,1,0,,0,,0,0.33
1085,Simply awesome!,"Received the Matte Black 128GB version on the evening of the 7th itself. Been a couple of months of usage now and the experience so far has been incredible. Having been a 4S 16GB user for the past 4 years, the hardware upgrade towards screen, raw speed and storage was much needed.
 
 The sleekness is too much to handle; hence got a Tempered glass, an Otterbox Achiever Case, an extra Apple Lightning Cable as well as a Belkin Car Vent Cradle to complete the pack.",5,Certified Buyer,2016-12-01 00:00:00,4,9,,13,0,M,85,4,0,,0,,0,0.31
1087,Amazing Phone,It's a wonderful phone. I am an android user previously but the IOS made me fall in love with it the moment I got this phone. The flip kart service is amazing. They provided me the phone in 1 hr of the phone launch.,5,Certified Buyer,2016-10-01 00:00:00,5,13,,18,0,X,44,4,0,,0,,0,0.28
1093,Decent product,"Have ordered it at ₹39999 from SuperComNet
 Product delivery is tomorrow
 Read various negative reviews towards this seller
 Saw that even FlipKart dint help those people who received damaged or fake product
 Should I cancel this and buy from some other seller?
 
 update
 received today, perfect phone, sorry for doubting u flipkart✌️
 
 update
 A tampered phone was sent to me and Apple is denying its servicing. I've simply lost 40000!
 I will never ever buy anything from Flipkart again.",1,Certified Buyer,2017-05-01 00:00:00,7,23,,30,0,X,79,4,1,,0,,1,0.23
1102,Upgraded from the iPhone 6 to iphone 7,"Firstly flipkart did a good job on delivering the phone on next day. Overall iPhone 7 is a nice upgrade from iPhone 6 as I got 3D touch, Live photos, better camera, aA10 processor, Stereo speakers and it's water proof.
 Working very fast, good battery life, excellent touch experience on taptic engine.
 But in normal usage phone gets over heating when using camera internet browsing & chatting phone gets very very heat.",5,Certified Buyer,2017-01-01 00:00:00,6,15,,21,0,X,72,4,0,,0,,0,0.29
1104,For all Android lovers,I was an android user doing custom roms and debugging till date I got this phone. And its just wows.. Makes your work so easy which is why rich use it coz they got a lot of other work where they can make money and not just waste time on dealing with your phone every now and then.,5,Certified Buyer,2017-01-01 00:00:00,3,7,,10,0,M,58,2,0,,0,,0,0.3
1105,Must buy!,I bought this iPhone 7 for my fiancee on October. I felt very happy to gifting her this new iPhone 7 with lots of advance features:) still I haven't opened the box. Anyhow I trust Apple product. I'm gifting her this phone on November and then she 'll write the review :),5,Certified Buyer,2016-10-01 00:00:00,3,8,,11,0,M,52,4,0,,0,,0,0.27
1198,Worthless product.,"Its being 4 month i got this product but still i m not able to use it, when ever i put my sim card it show "" no sim"" . i have been to icare 3 time but still i m getting the same product which i have given, the main issue is the network but the thing is they are updating the software and give me back again and again. So no use of buying this product for me and i will suggest not to but this, Its better we can buy Iphone 6s.",1,Certified Buyer,2017-01-01 00:00:00,8,38,,46,0,X,95,3,0,,0,,0,0.17
1204,Value-for-money,nice phone in this price.... everything is better,4,Certified Buyer,2019-01-01 00:00:00,4,17,,21,2,M,8,1,0,,0,,0,0.19
1206,Not good,"I ordered iphone from SupercomNet
 And here on the bill its written shreyansh pvt.ltd . Its a Scam .Moreover the Headphones and charger are having scratches on it . I have paid 44000rs for buyiny a brand new phone and not a refurbished one .Phone is in good condition but its accessories are not .
 How can u send old accessories??",1,Certified Buyer,2017-05-01 00:00:00,3,12,,15,0,M,61,5,2,,0,,0,0.2
1207,I phone 7,"I have used for only two weeks and the phone got damaged in just a single drop. Investing huge amount on this phone and breaking in a single drop doesnt makes sense. Now i requested for return at flipkart, i got the response that flipkart is not resposible for technical gadgets. I have to contact to customer care. The main concern is why wasnt i made aware of this policy and what is the value for purchasing such an expesive cellphone which couldnt resist a single 2 feet drop.",1,Certified Buyer,2017-07-01 00:00:00,3,13,,16,0,M,89,5,0,,0,,0,0.19
1229,Diwali ky rang Flipkart my sang - I phone 7,"Awesome phone...I preordered the phone not only I got the 10k cash back but also got the phone delivered before time...thank you Flipkart...it's my first I phone...loving it...
 I phone 7 is must have for every one...it's 3D Touch screen is like it's almost real...
 It's camera quality is very good...Getting 32Gb at this price is a very good deal.
 Happy Diwali Flipkart...",5,Certified Buyer,2016-10-01 00:00:00,2,8,,10,0,M,63,4,0,,0,,0,0.2
1230,iPhone 7 review,"The IPhone 7 is a great device. There are no lags whatsoever. The feel of the phone is so premium. IOS users will love IOS 10.
 The camera quality is excellent however the galaxy s7 camera is my favourite. The price is a bit too high but it's still a pretty good device. All apple devices will last a few years, so it's better than buying a new android phone every year. Overall I recommend the IPhone 7 however the galaxy s7 edge is just as good but 10k cheaper.",5,Certified Buyer,2016-10-01 00:00:00,2,8,,10,0,M,90,8,0,,0,,0,0.2
1259,Defective product !!,"I received a defective product - the iphone was facing severe heating issues and the battery was getting drained out to 0% in a matter of 15-20 mins which made the phone really hot, capable of causing burns as well. And these issues appeared just after 2 days I received the product !",1,Certified Buyer,2017-05-01 00:00:00,1,9,,10,0,M,53,2,0,,0,,0,0.1
